mtm;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998
0457501;;;;;300000;270000;250000;;;;;;;;;;;;;;;;;;
30119059;;;;;3500000;3200000;3000000;;;;;;;;;;;;;;;;;;
30119060;;;;;3500000;3200000;3000000;;;;;;;;;;;;;;;;;;
30119053;;;;;3500000;3200000;3000000;;;;;;;;;;;;;;;;;;
30119054;;;;;3500000;3200000;3000000;;;;;;;;;;;;;;;;;;
94807033;;;;;;;900000;840000;780000;;;;;;;;;;;;;;;;
94807064;1162500;1100500;1054000;1007500;852500;775000;697500;620000;;;;;;;;;;;;;;;;;
94807850;;;;;;;900000;840000;;;;;;;;;;;;;;;;;
94884854;;;;;;;;;;3100000;2945000;2797800;2657900;2525000;;;;;;;;;;;
94807856;;;;;;;900000;840000;;;;;;;;;;;;;;;;;
00110024;;;;;;;;;;;;;;;;;;;;;164900;162500;160100;157600;155200
00111018;;;;;;;;;;;;;;;;;;;;;164900;162500;160100;157600;155200
00110001;;;;;;;;;;;;;;;;;;;;;164900;162500;160100;157600;155200
00110019;;;;;;;;;;;;;;;;;;;;;164900;162500;160100;157600;155200
00110020;;;;;;;;;;;;;;;;;;;;;164900;162500;160100;157600;155200
00110002;;;;;;;;;;;;;;;;;;;;169800;167300;164900;162500;160100;157600
00111003;;;;;;;;;;;;;;;;;;;;;;;;;162500
00110003;;;;;;;;;;;;;;;;;;;;;;;;;162500
00111004;;;;;;;;;;;;;;;;;;;;;169800;167300;164900;162500;160100
00111005;;;;;;;;;;;;;;;;;;;;;169800;167300;164900;162500;160100
00110005;;;;;;;;;;;;;;;;;;;;;169800;167300;164900;162500;160100
00110006;;;;;;;;;;;;;;;;;;;;;;;;;177000
00110007;;;;;;;;;;;;;;;;;;;;;;;;;177000
00111008;;;;;;;;;;;;;;;;;;;;;;;;;177000
00110009;;;;;;;;;;;;;;;;;;;;;;;;;177000
00110010;;;;;;;;;;;;;;;;;;;;;;;;;179500
00110012;;;;;;;;;;;;;;;;;;;;;;;;;181900
00110013;;;;;;;;;;;;;;;;;;;;;;;;;184300
00113022;;;;;;;;;;;;;;;;;;;;;;;;;186700
00111015;;;;;;;;;;;;;;;;;;;;;;;;;186700
00111021;;;;;;;;;;;;;;;;;;;;;;;;;186700
00715027;;;;;;;;;;;;;;;;;;;;;660000;645200;634800;621000;603800
00715041;;;;;;;;;;;;;;;;;;;;;660000;645200;634800;621000;603800
00715030;;;;;;;;;;;;;;;;;;;;;660000;645200;634800;621000;603800
00715003;;;;;;;;;;;;;;;;;;;;;660000;645200;634800;621000;603800
00710031;;;;;;;;;;;;;;;;;;;;;;;590000;569300;552000
00715008;;;;;;;;;;;;;;;;;;;;;;;590000;569300;552000
00715006;;;;;;;;;;;;;;;;;;;;;;;590000;569300;552000
00715021;;;;;;;;;;;;;;;;;;;;;;596900;593400;576200;558900
00715022;;;;;;;;;;;;;;;;;;;;;;596900;593400;576200;558900
00713004;;;;;;;;;;;;;;;;;;;;;;;577900;552000;534800
00715004;;;;;;;;;;;;;;;;;;;;;;596900;593400;576200;558900
00715009;;;;;;;;;;;;;;;;;;;;;;;590000;569300;552000
00734017;;;;;;;;;;;;;;;;;;;;;;596900;593400;576200;558900
00734016;;;;;;;;;;;;;;;;;;;;;;596900;593400;576200;558900
00734026;;;;;;;;;;;;;;;;;;;;;;593400;586500;569300;552000
00715007;;;;;;;;;;;;;;;;;;;;;;596900;593400;576200;558900
00715042;;;;;;;;;;;;;;;;;;;;;;596900;593400;576200;558900
00715024;;;;;;;;;;;;;;;;;;;;;;596900;593400;576200;558900
00734025;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00712014;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00713014;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00711014;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00734014;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00713002;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00734013;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00712001;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00734012;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00712033;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00712036;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00712011;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00712029;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00713039;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00711037;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00713034;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00711010;;;;;;;;;;;;;;;;;;;;;;517500;514100;500300;483000
00711035;;;;;;;;;;;;;;;;;;;;;;517500;514100;500300;483000
00712040;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
00712038;;;;;;;;;;;;;;;;;;;;;;522700;519200;500300;483000
01102016;;;;;;;;;;;;;;;;;;;;;;;;;616600
01102091;;;;;;;;;;;;;;;;;;;;;;;;;616600
01102021;;;;;;;;;;;;;;;;;;;;;;;;;616600
01102007;;;;;;;;;;;;;;;;;;;;;;;;;616600
01134024;;;;;;;;;;;;;;;;;;;;;;;;;616600
01134026;;;;;;;;;;;;;;;;;;;;;;;;;616600
01134025;;;;;;;;;;;;;;;;;;;;;;;;;616600
01134023;;;;;;;;;;;;;;;;;;;;;;;;;616600
01134022;;;;;;;;;;;;;;;;;;;;;;;;;616600
01134027;;;;;;;;;;;;;;;;;;;;;;;;;616600
01102074;;;;;;;;;;;;;;;;;;;;;;;;;616600
01104059;;;;;;;;;;;;;;;;;;;;;;;;;588100
01102059;;;;;;;;;;;;;;;;;;;;;;;;;588100
01102014;;;;;;;;;;;;;;;;;;;;;;;;;588100
01102011;;;;;;;;;;;;;;;;;;;;;;;;;588100
01102036;;;;;;;;;;;;;;;;;;;;;;;;;588100
01104002;;;;;;;;;;;;;;;;;;;;;;;;;588100
01102002;;;;;;;;;;;;;;;;;;;;;;;;;588100
01104004;;;;;;;;;;;;;;;;;;;;;;;;;588100
01102017;;;;;;;;;;;;;;;;;;;;;;;;;588100
01101013;;;;;;;;;;;;;;;;;;;;;;;;;588100
01102013;;;;;;;;;;;;;;;;;;;;;;;;;588100
01134032;;;;;;;;;;;;;;;;;;;;;;;;;588100
01134029;;;;;;;;;;;;;;;;;;;;;;;;;588100
01134028;;;;;;;;;;;;;;;;;;;;;;;;;588100
01134031;;;;;;;;;;;;;;;;;;;;;;;;;588100
01134033;;;;;;;;;;;;;;;;;;;;;;;;;588100
01134030;;;;;;;;;;;;;;;;;;;;;;;;;588100
01102019;;;;;;;;;;;;;;;;;;;;;;;;;588100
01122283;;;;3711800;3262800;2966100;2580400;2322400;2090200;1881200;1693100;1523800;;;;;;;;;;;;;
01122220;;;;;;;;2144300;1929900;1736900;1563200;1406800;;;;;;;;;;;;;
01122264;;;;;;;;2144300;1929900;1736900;1563200;1406800;;;;;;;;;;;;;
01122310;;;;3711800;3262800;2966100;2580400;2322400;2090200;1881200;1693100;1523800;;;;;;;;;;;;;
01122204;;;;3463800;2990000;2718100;2364700;2128300;1915500;1723900;1551600;1396400;;;;;;;;;;;;;
01122226;;;;;;;;2818200;2536400;2282700;2054500;1849000;;;;;;;;;;;;;
01105286;;;;3711800;3262800;2966100;2580400;2322400;2090200;1881200;1693100;1523800;;;;;;;;;;;;;
01105245;;;;3720000;3262800;2966100;2580400;2322400;2090200;1881200;1705000;;;;;;;;;;;;;;
01105269;;;;3720000;3262800;2966100;2580400;2322400;2090200;1881200;1705000;;;;;;;;;;;;;;
01105244;;;;;;;;2879400;2591400;2332300;;;;;;;;;;;;;;;
01105314;;;;;3371900;3065300;2666800;2400200;2160100;1944200;;;;;;;;;;;;;;;
01105342;6505350;5797000;5378500;4960000;;;;;;;;;;;;;;;;;;;;;
01105338;7232300;6510000;5967500;5425000;;;;;;;;;;;;;;;;;;;;;
01105151;;;;;;;;;;;;;1689800;1541600;;;;;;;;;;;
01105303;;;;;;;;;;1897200;1707500;1536700;1383100;1244800;1120300;1008300;907400;862000;821500;798300;770400;713000;666500;620000;
01122183;;;;4402000;3873800;3521600;3063700;2757500;2481700;2233600;2010200;1809200;1628300;;;;;;;;;;;;
01102183;;;;4749200;4342900;3948200;3435000;3091500;2782300;;;;;;;;;;;;;;;;
01122223;;;;4749200;4179300;3799400;3305400;2974900;2677500;2409600;2168800;1951800;1756600;;;;;;;;;;;;
01122305;;;;4402000;3873800;3521600;3063700;2757500;2481700;2233600;2010200;1809200;1628300;;;;;;;;;;;;
01122058;;;;;;;;;;1897200;1707500;1536700;1383100;1244800;1120300;1008300;907400;862000;821500;798300;770400;713000;666500;620000;
01105058;;;;;;;;;;1897200;1707500;1536700;1383100;1244800;1120300;1008300;907400;862000;821500;798300;770400;713000;666500;620000;
01122202;;;;;;;;;;1897200;1707500;1536700;1383100;1244800;1120300;1008300;907400;862000;821500;798300;770400;713000;666500;620000;
01122037;;;;;;;;;;;;;1849800;;;;;;;;;770700;741200;711500;675800
01105037;;;;;;;;;;;;;1849800;;;;;;;;;770700;741200;711500;675800
01122039;;;;;;;;;;;;;;;;;;;1037600;978200;919200;859800;800400;741200;681800
01105039;;;;;;;;;;;;;;;;;;1126500;1067300;1007800;948600;889400;830000;770700;711500
01122155;;;;;;4202200;3655800;3290300;2961300;2665100;2164100;1986200;1808400;1660100;;;;;;;;;;;
01102155;;;;;;4454100;3875000;3487500;3138800;;;;;;;;;;;;;;;;
01122254;;;;;;5042500;4387000;3948300;3553500;3198100;;;;;;;;;;;;;;;
01102254;;;;;;5294500;4606100;4145500;3731000;;;;;;;;;;;;;;;;
01122067;;;;;;;;;;;;;;;;;;;;;;1058300;1007800;;
01122038;;;;;;;;;;;;;;;;;;1067300;1037600;948600;889400;830000;800400;770700;741200
01105038;;;;;;;;;;;;;;;;;;1126500;1067300;1007800;948600;889400;830000;;
01122096;;;;;;;;;;;;;1719300;1541600;1387400;1248700;1123900;1067600;1014300;;;;;;
01105141;;;;;4526000;3415000;;;;2342100;2107800;1897000;1707300;1536700;1382900;1244700;1120200;;;;;;;;
01122093;;;;;;;;;;;2075100;1867600;1680800;1512800;1361500;1225300;1102800;1047600;995300;;;;;;
01105093;;;;;;;;;;;2075100;1867600;1680800;1512800;1361500;1225300;1102800;1047600;995300;;;;;;
01122193;;;;;;;;;;;2075100;1867600;1680800;1512800;1361500;1225300;1102800;1047600;995300;;;;;;
01122109;;;;;;;;;;;;;;1660100;1494000;1344600;1210200;;;;;;;;
01105109;;;;;;;;;;;;;;1660100;1494000;1344600;1210200;;;;;;;;
01102288;;;;5567600;4899600;4454100;;;;;;;;;;;;;;;;;;;
01122122;;;;;4526000;3415000;;;;2342100;2107800;1897000;1707300;1536700;1382900;1244700;1120200;;;;;;;;
01122094;;;;;;;;;;;;;;;1897200;1707500;1536700;1459800;1386800;;;;;;
01126216;;;;;;;;3735200;3361600;3025400;2722900;2450700;;;;;;;;;;;;;
01102277;;;;4749200;4342900;3948200;3435000;3091500;2782300;;;;;;;;;;;;;;;;
01102312;;;;5567600;4899600;4454100;;;;;;;;;;;;;;;;;;;
01102324;6322760;5750500;5356800;4960000;;;;;;;;;;;;;;;;;;;;;
01102323;7764725;7021500;6583800;5998500;;;;;;;;;;;;;;;;;;;;;
01105182;;;;4513600;4200000;3811100;3305700;2967300;2662900;2290100;2061200;1855000;1669500;;;;;;;;;;;;
01105219;;;;4860800;4277500;3888600;3383200;3044800;2740400;2466400;2219600;1997600;1798000;;;;;;;;;;;;
01105098;;;;;;;;;;1956400;1760800;1584700;1426200;1283600;1155200;1039700;935700;852800;;;;;;;
01105186;;;;;;;;;;1956400;1760800;1584700;1426200;1283600;1155200;1039700;935700;852800;;;;;;;
01105185;;;;;;;;;;1956400;1760800;1584700;1426200;1283600;1155200;1039700;935700;852800;;;;;;;
01105181;;;;;;;;;;;;1689800;1520900;1368800;1231900;1108700;997900;948000;;;;;;;
01105152;;;;;;4369900;3801800;3421600;3079500;2771600;2134400;1926800;1749000;1571200;;;;;;;;;;;
01105260;;;;;;5210800;4533300;4080100;3672000;3304800;;;;;;;;;;;;;;;
01105100;;;;;;;;;;;;;1660100;1511900;1360700;1224700;1102200;1047000;;;;;;;
01105115;;;;5487000;4696500;4224700;;;;2549400;2294500;2065100;1858600;1672800;1505400;1354900;1219400;;;;;;;;
01105099;;;;;;;;;;2697600;2427900;2185000;1966600;1769900;1592900;1433600;1290200;1225700;;;;;;;
01105190;;;;;;;;;;2697600;2427900;2185000;1966600;1769900;1592900;1433600;1290200;1225700;;;;;;;
01105237;;;;;;;;3735200;3361600;3025400;2722900;2450700;2205700;1985100;1786500;1607800;1447100;1374700;;;;;;;
01105191;;;;5487000;4696500;4224700;;;;2549400;2294500;2065100;1858600;1672800;1505400;1354900;1219400;;;;;;;;
01105313;;;;5493200;4834000;4394600;;;;;;;;;;;;;;;;;;;
01122199;;;;;;;;;;2667900;2401100;2161000;1944900;1750400;1575400;1417800;1276000;;;;;;;;
01105199;;;;;;;;;;2667900;2401100;2161000;1944900;1750400;1575400;1417800;1276000;;;;;;;;
01105110;;;;;;;;;;;;;;1838000;1654200;1488800;1339800;1272900;;;;;;;
01105101;;;;;;;;;;;;;;2134400;1920900;1728900;1555900;1478100;1334100;;;;;;
01105320;6268200;5954800;5657000;5374200;;;;;;;;;;;;;;;;;;;;;
01105321;7692030;7006000;6528600;6045000;;;;;;;;;;;;;;;;;;;;;
01102267;;;;;;;;;;;;;;;;;1245000;1185800;1126500;1067300;1007800;948600;889400;830000;
01126008;;;;;;;;;;;;;;;;;;1274700;1245000;1156100;1096900;;;;
01102008;;;;;;;;;;;;;;;;;;;;;;824300;800400;770700;741200
01179044;;;;;;;;;;;;;;;;;;;;;;;1292400;1262800;1245000
01104044;;;;;;;;;;;;;;;;;;;;;;877600;847900;818100;788500
01102044;;;;;;;3794400;3231300;2908100;2617300;2355500;2120100;2015900;1838000;1630400;1274700;1156100;1067300;948600;919200;889400;859800;800400;770700;741200
01104146;;;;;;;;;;2579000;2321100;2089100;1880200;1692100;;;;;;;;;;;
01102146;;;;;;;3794400;3231300;2908100;2617300;2355500;2120100;2015900;1838000;1630400;1274700;1156100;1067300;948600;919200;889400;859800;800400;770700;741200
01102188;;;;;;;3794400;3231300;2908100;2617300;2355500;2120100;2015900;1838000;1630400;1274700;1156100;1067300;948600;919200;889400;859800;800400;770700;741200
01102222;;;;;;;;3349700;3014800;2713300;2441900;2197700;2015900;1838000;1630400;;;;;;;;;;
01104041;;;;;;;;;;;;;;;;;;;;;;;889400;859800;830000
01102041;;;;;;;;;;;;;;;;;;1096900;1067300;1037600;1007800;978200;;;
01102200;;;;;;;;;;;;;;;;;;;;;;853700;830000;800400;770700
01102250;;;;;;;3794400;3231300;2908100;2617300;2355500;2120100;2015900;1838000;1630400;1274700;1156100;1067300;948600;919200;889400;859800;800400;770700;741200
01102238;;;;;;;3794400;3231300;2908100;2617300;2355500;2120100;2015900;1838000;1630400;1274700;1156100;1067300;948600;919200;889400;859800;800400;770700;741200
01102198;;;;;;;3794400;3231300;2908100;2617300;2355500;2120100;2015900;1838000;1630400;1274700;1156100;1067300;948600;919200;889400;859800;800400;770700;741200
01102224;;;;;;;;3349700;3014800;2713300;2441900;2197700;2015900;1838000;1630400;;;;;;;;;;
01102184;;;;;;;;3349700;3014800;2713300;2441900;2197700;2015900;1838000;1630400;;;;;;;;;;
01102187;;;;;;;;3349700;3014800;2713300;2441900;2197700;2015900;1838000;1630400;;;;;;;;;;
01102194;;;;;;;3794400;3231300;2908100;2617300;2355500;2120100;2015900;1838000;1630400;1274700;1156100;1067300;948600;919200;889400;859800;800400;770700;741200
01102125;;;;;;;;3349700;3014800;2713300;2441900;2197700;2015900;1838000;1630400;;;;;;;;;;
01104040;;;;;;;;;;;;;;;;;;;;;;889400;859800;830000;800400
01102040;;;;;;;;;;;;;;;;;;1215500;1185800;1096900;1007800;948600;919200;889400;859800
01102270;;;;;;;;;;;;;;;;;;1215500;1185800;1096900;1007800;948600;919200;889400;859800
01104053;;;;;;;;;;;;;;;;;;1215500;1156100;1067300;978200;919200;889400;859800;830000
01102053;;;;;;;;;;;;;;;;;;;;;;889400;859800;830000;800400
01126162;;;;;;;;;;3853600;3468300;3121400;2809200;2528400;;;;;;;;;;;
01102113;;;;6944000;6510000;6071000;5632400;;3260900;3023700;2721300;2449200;2204300;2075100;1719300;1511900;1334100;;;;;;;;
01104104;;;;;;;;;;2757000;2481200;2233100;2009900;1808900;1630400;1482100;1363700;1245000;;;;;;;
01102104;;;;;;;;;;;2638400;2374600;2137100;1923400;1731000;1482100;1363700;1245000;;;;;;;
01102251;;;;;;;;3913100;3521800;3169600;2852600;2567400;2310700;2079600;1871600;1783400;1605000;1471400;;;;;;;
01102189;;;;;;;;;;;2638400;2374600;2137100;1923400;1731000;1482100;1363700;1245000;;;;;;;
01102138;;;;;;;;3913100;3521800;3169600;2852600;2567400;2310700;2079600;1871600;1783400;1605000;1471400;;;;;;;
01102316;;;;6502600;5890000;;;;;;;;;;;;;;;;;;;;
01102168;;;;6510000;5735000;4960000;4340000;3498000;3148200;2833400;2550100;2295100;2065500;1859100;1673100;1511900;1334100;1261700;;;;;;;
01104203;;;;6944000;6510000;6071000;5632400;;3260900;3023700;2721300;2449200;2204300;2075100;1719300;1511900;1334100;;;;;;;;
01102203;;;;6944000;6510000;6071000;5632400;;3260900;3023700;2721300;2449200;2204300;2075100;1719300;1511900;1334100;;;;;;;;
01102271;;;;6510000;5735000;4960000;4340000;3498000;3148200;2833400;2550100;2295100;2065500;1859100;1673100;1511900;1334100;1261700;;;;;;;
01104056;;;;;;;;;;;;;;;;;;;;;;830000;794500;770700;
01102056;;;;;;;;;;;;;;;;;;;;;;830000;794500;770700;
01102057;;;;;;;;;;;;;;;;;;;;;;889400;830000;800400;
01104089;;;;;;;;;;;;;;;;;;1215500;1156100;1096900;1037600;978200;;;
01102089;;;;;;;;;;;;;;;;;;1245000;1185800;1126500;1067300;1007800;;;
01104061;;;;;;;;;;;;;;;;;;1274700;1245000;1156100;1096900;;;;
01102061;;;;;;;;;;;;;;;;;1245000;1185800;1126500;1067300;1007800;948600;889400;830000;
01102126;;;;;;;;;;;;;;;;;;;;;;830000;794500;770700;
01104009;;;;;;;;;;;;;;;;;;;;;;859800;830000;800400;770700
01102009;;;;;;;;;;;;;;;;;;;;;;859800;830000;800400;770700
01104010;;;;;;;;;;;;;;;;;;;;;;919200;889400;859800;830000
01102010;;;;;;;;;;;;;;;;;;;;;;919200;889400;859800;830000
01104079;;;;;;;;;;;;;;;;;;1245000;1215500;1126500;1067300;;;;
01102079;;;;;;;;;;;;;;;;1838000;1654200;1600800;1482100;1422900;1363700;1304300;;;
01126083;;;;;;;;;;;;;;;;;;2312300;2193600;2134400;2075100;;;;
01102078;;;;;;;;;;;;;;;;1838000;1654200;1600800;1482100;1422900;1363700;1304300;;;
01102249;;;;;;;;4891300;4402200;3962000;3565800;;;;;;;;;;;;;;
01104105;;;;;;;;;;3972300;3575100;3217600;2895900;2606300;2345600;2111100;1900000;1600800;;;;;;;
01102105;;;;;;;;4683800;4215400;3793900;3414500;3073000;2667900;2252900;1986200;1867800;1778600;1719300;;;;;;;
01104148;;;;;;;;;;3616500;3254800;2929300;2636400;2372700;2135400;1922000;1729800;;;;;;;;
01102148;;;;;;;;;;3616500;3254800;2929300;2636400;2372700;2135400;1922000;1729800;;;;;;;;
01102112;;;;;;;;;;3616500;3254800;2929300;2636400;2372700;2135400;1922000;1729800;;;;;;;;
01102357;9473600;8633500;8035200;7440000;;;;;;;;;;;;;;;;;;;;;
01102369;9982000;8928000;8044500;;;;;;;;;;;;;;;;;;;;;;
01104172;;;;;8370000;6975000;5890000;4891300;4402200;3962000;3565800;3209300;2888300;;;;;;;;;;;;
01102236;;;;;;;3794400;3231300;2908100;2617300;2355500;2120100;2015900;1838000;1630400;1274700;1156100;1067300;948600;919200;889400;859800;800400;770700;741200
01102239;;;;;;;;3349700;3014800;2713300;2441900;2197700;2015900;1838000;1630400;;;;;;;;;;
01102235;;;;;;;;3913100;3521800;3169600;2852600;2567400;2310700;2079600;1871600;1783400;1605000;1471400;;;;;;;
01104192;;;;;;;;;;2579000;2321100;2089100;1880200;1692100;;;;;;;;;;;
01104175;;;;;;;;;;2667900;2401100;2161000;1944900;1750400;;;;;;;;;;;
01104201;;;;;;;;;;2667900;2401100;2161000;1944900;1750400;;;;;;;;;;;
01104234;;;;;;;;;;;;;;;;;;1215500;1156100;1067300;978200;919200;889400;859800;830000
01104229;;;;;;;;;;;;;;;;;;1274700;1215500;1126500;;;;;
01104149;;;;;;;;;;;;;;;1630400;1467400;1320600;1245000;;;;;;;
01104137;;;;;;;;;;;;;;;1660100;1494000;1344600;1274700;;;;;;;
01104358;;;;;;;;;;2845800;2561200;2305200;2074500;1867100;;;;;;;;;;;
01104240;;;;;;;;;;2579000;2321100;2089100;1880200;1692100;;;;;;;;;;;
01102035;;;;;;;;;;;;;;;;;;1215500;1185800;1096900;1007800;948600;919200;889400;859800
01121173;;;;7533000;6122500;4705000;;4019000;3617100;3255300;2929800;2636900;2373200;2058600;;;;;;;;;;;
01121177;;;;8122000;7052500;5979400;4901100;4411000;3969900;3572900;3215600;2894000;2604600;;;;;;;;;;;;
01121230;;;;;;8601400;7483200;6734900;6061400;5455200;4909800;;;;;;;;;;;;;;
01121143;;;;;;;;;;;3626800;3264100;2937700;2643800;2379600;;;;;;;;;;
01126231;;;;;;;;;5513800;4962500;4466200;;;;;;;;;;;;;;
01126178;;;;;;;;;;;4472200;4025000;3622500;;;;;;;;;;;;
01105214;;;;;;;;3822900;3440700;3096600;2786900;2508200;2257400;;;;;;;;;;;;
01105215;;;;;;;;3822900;3440700;3096600;2786900;2508200;2257400;;;;;;;;;;;;
01102195;;;;5006500;4805000;4607100;4411000;3969900;3572900;3215600;2894000;2604600;2344200;;;;;;;;;;;;
01105195;;;;5006500;4805000;4607100;4411000;3969900;3572900;3215600;2894000;2604600;2344200;;;;;;;;;;;;
01102197;;;;9765000;8215000;7013600;6101900;5491700;4942500;4448200;4003500;3603100;3242800;;;;;;;;;;;;
01105197;;;;9765000;8215000;7013600;6101900;5491700;4942500;4448200;4003500;3603100;3242800;;;;;;;;;;;;
01105232;;;;;;8601400;7483200;6734900;6061400;5455200;4909800;;;;;;;;;;;;;;
01102196;;;;;;;;;;4288500;3859700;3473700;3126400;;;;;;;;;;;;
01105196;;;;;;;;;;4288500;3859700;3473700;3126400;;;;;;;;;;;;
01104049;;;;;;;;;;;;;;2430700;2075100;1808400;1571200;1393500;1245000;1096900;948600;830000;800400;770700;741200
01102049;;;;;;;;;;;;;;2430700;2075100;1808400;1571200;1393500;1245000;1096900;948600;830000;800400;770700;741200
01104054;;;;;;;;;;;;;;;;;;;;;;1693600;1552500;1411400;1340800
01102054;;;;;;;;;;;;;;;;;;;;;;1693600;1552500;1411400;1340800
01104006;;;;;;;;;;;;;;;;;;;;;;919200;889400;;
01102006;;;;;;;;;;;;;;;;;;;;;;919200;889400;;
01104042;;;;;;;;;;;;;;;;;;;1067300;1037600;1007800;978200;948600;;
01102042;;;;;;;;;;;;;;;;;;;1067300;1037600;1007800;978200;948600;;
01102070;;;;;;;;;;;;;;;;;;;1067300;1037600;1007800;978200;948600;;
01102120;;;;;;;;;;;;;;2549400;2294500;2065100;1858600;;;;;;;;
01104001;;;;;;;;;;;;;;;;;1782500;1705000;1627500;1550000;1472500;1395000;;;
01102001;;;;;;;;;;;;;;;;;;;;;;;948600;919200;889400
01102170;;;;;;;;5336000;4802400;4322200;3890000;3501000;3150800;;;;;;;;;;;;
01104012;;;;;;;;;;;;;;;;;;;;;;1007800;978200;948600;919200
01102012;;;;;;;;;;;;;;;;;;;;;;1007800;978200;948600;919200
01105012;;;;;;;;;;;;;;;;;;;;;;1007800;978200;948600;919200
01104081;;;;;;;;;;;;;;2667900;2401100;2161000;1944900;1660100;1571200;1452500;1334100;;;;
01102081;;;;;;;;;;;;;;2667900;2401100;2161000;1944900;1660100;1571200;1452500;1334100;;;;
01102095;;;;;;;;;;;;4150100;3735200;3361600;3025400;2722900;2450600;1778600;1689800;;;;;;
01102165;;;;9324800;8602500;8134400;7077000;6369300;5732400;5159000;4643200;4178800;3760900;;;;;;;;;;;;
01102116;;;;;;;;;;;;;;2905000;2614500;2353100;2117800;1956400;;;;;;;
01102119;;;;;;;;;;;;;;2905000;2614500;2353100;2117800;1956400;;;;;;;
01102129;;;;;;;;;;;4624400;4162100;3745700;3371300;3034100;2730600;2457700;1689800;1600800;1482100;1363700;1304300;;;
01104071;;;;;;;;;;;4624400;4162100;3745700;3371300;3034100;2730600;2457700;1689800;1600800;1482100;1363700;1304300;;;
01102071;;;;;;;;;;;4624400;4162100;3745700;3371300;3034100;2730600;2457700;1689800;1600800;1482100;1363700;1304300;;;
01102345;20165500;16228500;14725000;;;;;;;;;;;;;;;;;;;;;;
01104123;;;;;;;;;;;;;;2519800;2267800;2041000;;;;;;;;;
01104114;;;;;;;;7410900;6669800;6002800;5402500;4862200;4376100;3260900;2964500;2656100;2371500;;;;;;;;
01104169;;;;;10230000;9572800;8328300;7495500;6745900;6071400;5464200;4917800;4426000;;;;;;;;;;;;
01104121;;;;;;;;;;;;;;2401100;2161000;1944900;1750400;;;;;;;;
01104179;;;;;;;;;;;;;4150100;3735200;;;;;;;;;;;
01104348;21653500;18693000;17654500;;;;;;;;;;;;;;;;;;;;;;
01105065;;;;;;;;;;;;;;;;;;;;;;;1007800;978200;948600
01102085;;;;;;;;;;;;;;;;;;;;;;1007800;978200;948600;919200
01102174;;;;;;;;;;;5454500;4909000;4418100;3976400;3578600;3220700;;;;;;;;;
01102225;;;;;;;;;;;5454500;4909000;4418100;3976400;3578600;3220700;;;;;;;;;
01105218;;;;11892400;10850000;10148200;8829000;7946100;7151400;6436200;5792700;5213400;;;;;;;;;;;;;
01105217;;;;;;;;6521600;5869500;5282600;4754300;4278800;;;;;;;;;;;;;
01105344;24335000;20987000;19775700;;;;;;;;;;;;;;;;;;;;;;
01102164;;;;;;;;;;5735000;5115000;4743000;4268700;3841800;3457600;3111900;2800700;2557500;2402500;2247500;2092500;1937500;1782500;1627500;1550000
01102255;;;;;;;;10079000;9071100;8164000;;;;;;;;;;;;;;;
01102047;;;;;;;;;;5735000;5115000;4743000;4268700;3841800;3457600;3111900;2800700;2557500;2402500;2247500;2092500;1937500;1782500;1627500;1550000
